"gender","genderID","ethnicity","citizen","English","Exam1","Exam2","attraction","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexual_orientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","InnocentVsGuilty","sexVsLove","attendance","version"
"Female","Female","White","Yes","Yes",100,97,10,"No",10,6,10,"straight","Yes",10,"No","No","No",2,2,8,1,1,0,1,0,9,"No",3,"Always Legal","Yes","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",75,87,5,"Uncertain",8,0,2,"straight","Yes",12,"No","No","No",9,9,0,0,0,3,2,5,5,"Yes - I already have",3,"Illegal most of the time","Yes","November","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",97,96,20,"Uncertain",2,5,7,"gay/lesbian","Some do",12,"No","No","Yes",5,4,5,2,0,0,0,4,7,"Yes - I would",3,"Legal most of the time","No","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","No","No",83,95,50,"No",0,4,5,"straight","Yes",10,"No","No","No",0,0,9,9,8,1,1,7,6,"Yes - I would",2,"Legal most of the time","Yes","August","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",83,86,20,"No",0,2,10,"straight","Yes",10,"No","No","No",10,10,0,0,0,0,1,0,0,"Yes - I would",3,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","East Asian","No","No",99,100,5,"Uncertain",2,7,10,"straight","Yes",13,"No","No","No",8,8,1,8,8,0,4,1,1,"Yes - I would",2,"Legal most of the time","No","October","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Other","No","No",96,97,10,"Uncertain",1,5,5,"straight","Yes",6,"No","No","No",2,4,10,0,0,3,0,8,0,"Yes - I already have",2,"Always Legal","No","May","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Male","Male","South Asian","Yes","Yes",98,96,10,"Yes",6,7,7,"straight","Yes",4,"No","No","No",8,8,1,4,2,0,0,9,6,"Yes - I would",2,"Illegal most of the time","Yes","June","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","Yes",95,92,25,"No",10,1,3,"straight","Yes",7,"No","No","No",10,10,0,0,0,0,0,7,10,"Unsure",2,"Always Legal","Yes","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","South Asian","Yes","Yes",96,92,10,"No",0,0,7,"straight","Yes",3,"No","No","No",8,8,3,2,2,50,0,10,0,"Yes - I already have",0,"Always Legal","No","February","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","Yes",82,85,40,"Uncertain",6,3,3,"straight","Yes",2,"No","No","No",9,8,2,0,0,2,1,8,5,"Yes - I already have",3,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",85,87,20,"Uncertain",7,6,9,"straight","Yes",7,"No","No","No",8,8,2,0,0,10,2,7,0,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",94,93,20,"Uncertain",0,5,6,"straight","Yes",12,"No","No","No",3,3,7,0,0,12,1,7,0,"Yes - I already have",3,"Legal most of the time","No","April","Over","WAD","Burger King","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","East Asian","No","No",97,95,5,"Uncertain",0,5,6,"straight","Yes",13,"No","No","No",4,4,6,0,0,1,3,5,3,"Yes - I already have",1,"Neutral","No","July","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","East Asian","No","No",96,100,100,"Yes",0,10,4,"straight","Yes",2,"No","Yes","Yes",10,0,10,0,10,50,0,10,0,"Yes - I already have",10,"Illegal most of the time","Yes","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Other","Yes","Yes",82,91,15,"Uncertain",0,5,0,"straight","Yes",7,"No","No","Yes",8,8,2,0,0,3,2,10,3,"Yes - I already have",2,"Neutral","No","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",96,96,5,"No",0,5,3,"straight","Yes",13,"No","No","No",5,3,7,0,0,5,2,7,2,"Yes - I already have",2,"Legal most of the time","No","February","No preference","WAD","Burger King","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",89,97,20,"Uncertain",3,5,5,"straight","Yes",3,"No","No","No",5,5,0,0,4,5,1,10,10,"Yes - I already have",4,"Illegal most of the time","Yes","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","South Asian","Yes","Yes",89,91,45,"No",1,4,7,"straight","Yes",10,"No","No","No",8,8,4,0,0,2,0,7,8,"Yes - I already have",2,"Always Legal","Yes","May","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Yes",80,95,0,"No",5,5,5,"straight","Yes",2,"No","No","No",10,10,2,0,0,2,1,5,6,"Yes - I already have",3,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",81,84,20,"No",2,3,4,"straight","Yes",3,"No","No","No",2,2,7,0,0,0,0,6,9,"Yes - I would",2,"Always Legal","No","October","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","East Asian","Yes","Yes",85,92,35,"Uncertain",10,7,6,"straight","Yes",2,"No","No","No",5,5,9,7,7,0,0,4,4,"No",3,"Neutral","No","January","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","South Asian","Yes","Yes",80,78,15,"Uncertain",4,5,6,"straight","Yes",12,"No","No","No",10,8,1,3,3,0,0,7,8,"Yes - I would",3,"Neutral","Yes","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Other","Yes","Yes",85,89,30,"No",3,0,5,"straight","Yes",10,"Yes","No","Yes",7,3,9,0,0,0,1,6,0,"Yes - I would",2,"Always Legal","No","July","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",87,94,15,"No",7,1,5,"straight","Yes",2,"No","No","No",10,9,1,0,0,1,1,3,10,"Yes - I already have",5,"Always Legal","Yes","August","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Other","Yes","Yes",55,55,10,"No",9,1,5,"straight","Yes",17,"Yes","Yes","No",10,8,3,4,1,0,1,1,9,"Yes - I would",4,"Always Legal","Yes","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Other","Yes","No",81,94,15,"No",8,4,6,"straight","Yes",2,"No","No","No",2,3,8,1,1,0,0,2,8,"No",2,"Legal most of the time","Yes","September","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Male","Male","White","Yes","Yes",85,85,30,"Uncertain",7,5,5,"straight","Yes",6,"No","No","No",3,5,7,5,5,3,2,7,5,"Yes - I already have",2,"Legal most of the time","No","November","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",81,88,20,"Uncertain",0,2,5,"straight","Yes",4,"No","No","No",3,4,8,0,0,1,1,5,7,"Yes - I already have",2,"Legal most of the time","Yes","August","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","East Asian","Yes","Yes",89,88,15,"No",1,4,6,"straight","Yes",10,"No","No","No",8,7,2,1,1,11,1,4,8,"Yes - I already have",4,"Neutral","No","May","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",69,89,65,"No",5,1,5,"straight","Yes",8,"No","No","No",7,7,3,0,0,2,0,7,4,"Yes - I already have",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",97,96,10,"No",2,2,9,"straight","Yes",3,"No","No","No",2,2,9,0,0,1,1,5,9,"Yes - I already have",2,"Always Legal","No","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",86,95,10,"Uncertain",8,7,8,"straight","Yes",10,"No","No","No",2,2,9,0,0,2,1,5,5,"Yes - I already have",4,"Illegal most of the time","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",98,98,5,"Yes",10,7,7,"straight","Yes",5,"No","No","No",3,3,8,10,10,0,2,1,10,"No",2,"Always Illegal","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",95,96,20,"Yes",0,6,6,"straight","Yes",6,"No","No","No",6,8,3,0,0,0,0,7,7,"Unsure",2,"Illegal most of the time","Yes","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",81,90,5,"No",8,4,6,"straight","Yes",7,"No","Yes","No",1,1,8,0,0,2,1,4,7,"Yes - I already have",2,"Always Legal","Yes","November","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Other","Hispanic","Yes","Yes",69,85,85,"No",6,0,2,"bi","No",12,"No","Yes","Yes",5,6,4,0,0,10,7,4,8,"Yes - I already have",2,"Always Legal","Yes","June","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","East Asian","No","No",86,88,5,"Uncertain",0,5,5,"straight","Yes",10,"No","No","No",2,4,8,0,0,0,2,7,9,"Yes - I would",3,"Legal most of the time","Yes","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","Yes",89,84,5,"Yes",5,0,9,"straight","Yes",4,"No","No","No",0,0,10,10,0,18,1,8,0,"Yes - I already have",2,"Neutral","No","April","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",89,90,30,"No",0,2,7,"straight","Yes",13,"No","Yes","No",8,8,5,0,0,0,0,6,9,"Yes - I would",4,"Always Legal","Yes","September","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","East Asian","No","No",94,98,15,"Uncertain",3,2,7,"straight","Yes",7,"Yes","No","No",2,6,3,0,0,0,2,8,0,"Yes - I would",2,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Male","Male","East Asian","Yes","Yes",79,85,30,"No",0,3,4,"straight","Yes",10,"No","No","No",4,4,2,2,4,0,1,6,7,"Yes - I would",2,"Always Legal","Yes","November","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",83,86,10,"No",0,0,5,"bi","Some do",14,"No","Yes","Yes",9,9,8,0,0,1,1,8,7,"Yes - I already have",3,"Always Legal","Yes","April","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","Yes",79,86,15,"No",3,4,8,"straight","Yes",5,"No","No","No",7,7,7,10,10,7,2,7,10,"Yes - I already have",4,"Always Legal","No","June","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",85,95,5,"No",6,3,1,"straight","Yes",10,"No","No","No",1,2,8,0,0,1,1,8,6,"Yes - I already have",3,"Legal most of the time","Yes","September","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Other","Yes","Yes",83,96,20,"No",1,4,3,"straight","Yes",9,"No","No","No",8,8,1,0,0,1,2,8,10,"Yes - I already have",2,"Always Legal","No","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Male","Male","East Asian","No","No",82,91,15,"Uncertain",2,3,6,"straight","Yes",8,"No","No","No",9,9,3,9,8,0,2,8,7,"Yes - I would",2,"Always Legal","No","July","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Other","Yes","Yes",98,100,75,"No",3,0,8,"straight","Yes",10,"Yes","Yes","Yes",9,10,5,0,0,4,2,8,3,"Yes - I already have",3,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",74,86,10,"Yes",6,6,8,"straight","Yes",2,"No","No","No",10,9,0,3,6,11,4,7,10,"Yes - I already have",5,"Illegal most of the time","No","May","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",94,98,10,"Uncertain",9,3,3,"straight","Yes",14,"No","No","No",3,3,8,5,5,0,0,8,8,"No",3,"Always Legal","Yes","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",87,84,30,"No",3,4,3,"straight","Yes",10,"No","No","No",7,7,3,0,0,4,4,6,4,"Yes - I already have",3,"Always Legal","Yes","June","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",58,68,20,"Uncertain",2,4,7,"straight","Yes",7,"No","No","No",8,8,2,4,6,1,1,9,8,"Yes - I would",4,"Neutral","No","September","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Hispanic","Yes","Yes",91,88,40,"No",5,5,4,"straight","Yes",2,"No","No","No",8,7,1,0,0,2,0,8,3,"Yes - I already have",2,"Legal most of the time","Yes","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","East Asian","Yes","Yes",98,98,5,"Yes",10,8,9,"straight","Yes",2,"No","No","No",4,4,8,0,0,0,0,9,3,"No",2,"Illegal most of the time","No","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",98,97,10,"No",0,0,2,"straight","Yes",3,"No","No","No",8,8,2,0,0,1,0,10,6,"Yes - I already have",3,"Always Legal","No","April","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","Hispanic","Yes","Yes",73,86,10,"Uncertain",7,2,9,"straight","Yes",8,"No","No","No",7,9,4,0,0,1,1,10,10,"Yes - I already have",3,"Always Legal","No","August","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",96,99,5,"Yes",7,8,10,"straight","Yes",4,"No","Yes","No",0,0,10,0,0,7,3,10,10,"Yes - I already have",3,"Always Legal","No","May","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","Yes","Yes",84,82,5,"No",10,5,5,"straight","Yes",7,"No","No","No",9,9,1,5,5,0,0,5,5,"No",2,"Always Legal","No","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",81,92,15,"Uncertain",0,7,7,"straight","Yes",15,"Yes","No","No",5,5,5,0,0,0,0,3,8,"No",2,"Always Legal","No","June","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","East Asian","No","No",89,99,5,"Uncertain",7,5,7,"straight","Yes",20,"No","No","No",4,5,3,6,6,0,4,8,6,"Yes - I would",3,"Legal most of the time","No","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",99,99,40,"No",6,6,7,"straight","Yes",8,"No","No","No",8,6,3,0,0,2,2,6,8,"Yes - I already have",5,"Always Legal","No","March","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Yes",96,94,15,"Yes",0,4,7,"straight","Yes",2,"No","No","No",3,3,9,0,0,11,1,7,0,"Yes - I already have",2,"Legal most of the time","Yes","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Black","Yes","Yes",84,92,35,"Uncertain",10,7,8,"straight","Yes",2,"No","No","No",6,6,7,7,7,6,6,5,6,"No",2,"Illegal most of the time","Yes","March","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",64,79,10,"No",2,6,4,"straight","Yes",5,"No","No","No",0,0,8,0,0,10,2,5,5,"Yes - I already have",3,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","South Asian","Yes","No",89,82,35,"No",5,1,8,"straight","Yes",2,"Yes","Yes","No",10,10,0,0,0,0,0,0,10,"Yes - I would",3,"Always Legal","Yes","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",79,95,10,"No",3,5,5,"straight","Yes",5,"No","No","No",10,10,0,8,8,1,1,6,10,"Yes - I already have",4,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",94,94,60,"Uncertain",3,4,5,"straight","Yes",13,"Yes","No","No",7,6,2,2,8,1,3,8,8,"Yes - I already have",3,"Always Legal","No","December","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","East Asian","No","No",87,81,5,"Yes",0,7,7,"straight","Yes",5,"No","No","No",5,7,4,0,2,1,3,6,3,"Yes - I already have",1,"Legal most of the time","No","January","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",2
"Female","Other","East Asian","Yes","Yes",87,91,25,"No",7,2,4,"gay/lesbian","Some do",15,"No","No","Yes",6,4,3,0,0,0,1,2,5,"Unsure",1,"Always Legal","No","June","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",66,78,5,"No",10,5,10,"straight","Yes",2,"No","No","No",7,7,6,2,2,0,0,5,10,"No",3,"Illegal most of the time","No","December","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","Yes",79,92,30,"No",7,6,8,"straight","Yes",5,"No","No","No",0,0,10,3,3,1,1,3,0,"Yes - I already have",3,"Illegal most of the time","No","July","Under","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",67,71,25,"Uncertain",8,7,10,"straight","Yes",5,"No","No","No",2,2,8,0,0,1,1,8,2,"Yes - I already have",2,"Legal most of the time","Yes","April","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",75,72,10,"No",0,3,5,"straight","Yes",3,"No","Yes","No",7,6,3,0,0,17,1,8,0,"Yes - I already have",0,"Always Legal","Yes","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","Yes",100,98,20,"No",0,3,5,"straight","Yes",10,"No","No","Yes",3,3,7,0,0,0,0,9,7,"Yes - I would",3,"Legal most of the time","No","February","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Hispanic","Yes","Yes",79,90,25,"No",1,1,4,"straight","Yes",13,"No","No","No",7,7,3,0,0,2,1,7,7,"Yes - I already have",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","East Asian","No","No",99,99,5,"Yes",0,5,7,"bi","Some do",16,"No","Yes","No",5,2,5,0,0,0,1,5,7,"Unsure",0,"Always Legal","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",99,98,5,"No",5,2,7,"straight","Yes",5,"No","No","No",6,8,2,0,0,1,1,5,3,"Yes - I already have",2,"Always Legal","No","December","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Hispanic","Yes","Yes",60,57,55,"Uncertain",8,9,8,"straight","Yes",2,"No","No","No",0,0,10,10,10,31,0,10,1,"Yes - I already have",6,"Neutral","Yes","November","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Love","funeral",1
"Male","Male","East Asian","Yes","Yes",91,93,5,"Uncertain",7,10,10,"straight","Yes",2,"No","No","No",8,7,4,9,9,0,1,8,10,"No",3,"Always Illegal","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
